price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15
304000.0,3,2.5,1710,6773,2.0,0.0,0.0,3,8,1710,0.0,1993,1993.0,2220,7551
400000.0,4,2.25,2230,7200,1.0,0.0,0.0,4,7,1300,930.0,1963,1963.0,2010,7752
454000.0,3,2.0,1700,10000,2.0,0.0,0.0,3,8,1700,0.0,1992,1992.0,1460,9621
160000.0,2,2.0,1040,4750,1.0,0.0,0.0,2,6,850,190.0,1950,1950.0,1350,5000
542000.0,3,1.75,1070,8030,1.0,0.0,0.0,3,7,1070,0.0,1966,2014.0,1540,7875
403500.0,5,2.5,3600,17300,1.0,0.0,0.0,4,8,2410,1190.0,1968,1968.0,2620,30200
418000.0,4,2.5,2750,8471,2.0,0.0,0.0,3,7,2750,0.0,2003,2003.0,2610,7482
406000.0,4,1.5,1920,6000,2.0,0.0,1.0,3,7,1920,0.0,1951,1951.0,1920,6000
242500.0,3,2.25,1770,10000,1.0,0.0,0.0,3,7,1340,430.0,1978,1978.0,1270,5055
425000.0,4,2.5,2460,5440,2.0,0.0,0.0,3,9,2460,0.0,2003,2003.0,2460,5124
613000.0,4,2.0,1550,4815,1.5,0.0,0.0,3,7,1550,0.0,1909,1909.0,1680,4013
189000.0,3,2.0,1460,11481,1.0,0.0,0.0,2,7,1170,290.0,1995,1995.0,1540,9680
700000.0,4,2.25,2440,9450,1.5,0.0,0.0,3,7,2440,0.0,1947,1947.0,1720,7503
750000.0,3,1.0,1640,6516,1.5,0.0,0.0,4,7,1440,200.0,1935,1935.0,1770,4000
494000.0,2,1.0,1290,4650,1.0,0.0,0.0,4,7,1290,0.0,1906,1906.0,1640,3900
700000.0,4,3.0,3150,7778,2.0,0.0,0.0,3,9,3150,0.0,2000,2000.0,2970,6500
705000.0,2,2.5,2305,5580,1.0,0.0,0.0,3,8,2305,0.0,2007,2007.0,1440,5748
356000.0,2,1.75,1060,16470,1.0,0.0,0.0,3,7,1060,0.0,1977,1977.0,1790,16748
625000.0,3,1.75,2060,12558,1.0,0.0,0.0,4,7,1350,710.0,1984,1984.0,1850,8722
144975.0,2,1.0,900,7500,1.0,0.0,0.0,3,5,900,0.0,1940,1940.0,1350,7500
970000.0,4,4.5,3890,5906,2.0,0.0,3.0,3,11,3060,0.0,2004,2004.0,4170,6052
415000.0,3,1.75,1910,12596,1.0,0.0,0.0,3,7,1340,570.0,1977,1977.0,1550,13310
485000.0,4,3.0,2340,7048,1.0,0.0,0.0,4,8,1340,1000.0,1979,1979.0,1440,8088
799950.0,3,3.0,2900,11769,2.0,0.0,0.0,3,10,2900,0.0,1997,1997.0,2900,9611
783350.0,4,2.5,3290,35001,2.0,0.0,0.0,3,10,3290,0.0,1991,1991.0,4090,40371
430000.0,1,1.0,630,1362,1.0,0.0,0.0,3,7,630,0.0,1943,1943.0,1090,1376
975000.0,4,2.5,4270,43386,1.0,0.0,0.0,3,10,2680,1590.0,1991,1991.0,3630,36180
950000.0,3,1.5,1700,8050,1.0,0.0,0.0,3,7,1130,570.0,1950,1950.0,2920,12239
350000.0,2,1.0,1430,8157,1.5,0.0,0.0,3,7,1150,280.0,1944,1944.0,1820,8157
637000.0,4,2.75,2850,7510,2.0,0.0,0.0,3,8,2850,0.0,2008,2008.0,1510,8833
579000.0,2,2.0,1760,7200,1.0,0.0,0.0,5,7,880,880.0,1946,1946.0,1760,7200
314900.0,4,1.75,2700,27072,1.0,0.0,0.0,3,7,1380,1320.0,1958,1958.0,2460,34850
122000.0,2,1.0,860,6000,1.0,0.0,0.0,3,6,860,0.0,1945,1945.0,1300,6000
405000.0,2,1.0,880,3000,1.0,0.0,0.0,5,7,880,0.0,1927,1927.0,1300,3000
553650.0,2,2.5,1360,1349,2.0,0.0,0.0,3,8,1050,310.0,1997,1997.0,1430,4400
369900.0,2,2.5,1770,1853,3.0,0.0,0.0,3,8,1770,0.0,2007,2007.0,1770,1924
225000.0,3,2.0,2030,24829,1.0,0.0,0.0,4,7,1220,810.0,1979,1979.0,1980,15204
160000.0,2,1.0,1180,9350,1.0,0.0,0.0,3,6,1180,0.0,1918,1918.0,1780,9306
650000.0,3,1.0,1300,8266,1.0,0.0,0.0,4,7,1300,0.0,1953,1953.0,1300,8707
542126.0,4,2.5,2360,43088,2.0,0.0,0.0,3,8,2360,0.0,1977,1977.0,2850,39216
309950.0,3,1.5,1200,15606,1.0,0.0,0.0,3,7,1200,0.0,1985,1985.0,1210,15606
115000.0,2,1.0,1000,16524,1.0,0.0,0.0,3,5,1000,0.0,1913,1913.0,1350,10208
221700.0,2,1.5,1556,20000,1.0,0.0,0.0,4,7,1556,0.0,1957,1957.0,2250,17286
726000.0,3,2.5,1890,3880,1.5,0.0,0.0,4,8,1460,430.0,1915,1915.0,1010,3880
515000.0,3,1.75,1810,5733,1.0,0.0,0.0,4,7,1010,800.0,1926,1926.0,1260,4680
756000.0,4,2.5,2730,10753,2.0,0.0,0.0,3,9,2730,0.0,1991,1991.0,3090,10740
442000.0,4,2.25,2080,12007,1.0,0.0,0.0,4,8,1220,860.0,1979,1979.0,2110,12459
260000.0,4,2.0,1620,7992,2.0,0.0,0.0,4,7,1620,0.0,1975,1975.0,1710,7500
390000.0,2,1.75,1150,2723,1.0,0.0,0.0,4,7,770,380.0,1923,1923.0,1440,4000
459500.0,2,1.0,1250,3825,1.0,0.0,0.0,3,7,850,400.0,1929,1929.0,1370,4998
330000.0,3,1.5,1430,8000,1.0,0.0,0.0,5,7,1430,0.0,1948,1948.0,1410,9820
189000.0,2,1.0,790,7128,1.0,0.0,0.0,3,6,790,0.0,1944,1944.0,1110,7150
280000.0,3,1.0,1200,9322,1.5,0.0,0.0,4,7,1200,0.0,1954,1954.0,1540,9677
400000.0,2,1.75,2110,9519,1.0,0.0,0.0,2,7,2110,0.0,1948,1948.0,1480,9519
368000.0,4,2.0,3160,11193,1.0,0.0,0.0,5,6,2410,750.0,1942,1942.0,1020,5940
390000.0,4,1.75,2700,7875,1.5,0.0,0.0,4,8,2700,0.0,1968,1968.0,2220,7875
245000.0,2,1.0,820,7475,1.0,0.0,0.0,3,6,820,0.0,1945,1945.0,1030,5720
375000.0,4,2.5,1800,8432,1.0,0.0,0.0,4,7,1200,600.0,1960,1960.0,1780,8432
465000.0,5,1.5,1750,12491,1.0,0.0,0.0,3,6,1390,360.0,1961,1961.0,1560,12473
250000.0,3,1.0,1130,7800,1.0,0.0,0.0,3,7,1130,0.0,1952,1952.0,1170,7800
475500.0,3,1.0,1500,9416,1.0,0.0,0.0,4,8,1500,0.0,1952,1952.0,1440,7200
672324.0,2,1.75,1600,5795,1.5,0.0,0.0,3,8,1600,0.0,1940,1940.0,2310,6301
420000.0,3,2.0,1200,5029,1.0,0.0,0.0,3,6,880,320.0,1937,1937.0,1510,5854
515000.0,3,2.0,1690,5100,1.5,0.0,0.0,5,7,1690,0.0,1907,1907.0,1690,5100
732350.0,4,2.5,2270,7665,2.0,0.0,0.0,3,9,2270,0.0,1986,1986.0,2450,8706
297500.0,4,2.5,1910,5000,2.0,0.0,0.0,3,7,1910,0.0,2005,2005.0,2020,5000
475000.0,3,1.5,1640,2720,1.5,0.0,0.0,3,8,1640,0.0,1929,1929.0,1490,4375
414000.0,4,2.5,2120,6497,2.0,0.0,0.0,3,7,2120,0.0,2003,2003.0,2230,6300
357250.0,3,1.5,1400,8840,1.0,0.0,0.0,4,6,1400,0.0,1952,1952.0,1260,8840
289950.0,2,1.0,760,6000,1.0,0.0,0.0,4,6,760,0.0,1950,1950.0,950,6000
550000.0,3,1.0,1070,3713,1.0,0.0,0.0,4,6,1070,0.0,1917,1917.0,1290,3960
446000.0,3,1.75,1460,9998,1.0,0.0,0.0,3,7,960,500.0,1958,1958.0,1460,9998
279000.0,3,1.5,1280,16738,1.5,0.0,0.0,4,5,1280,0.0,1932,1932.0,1590,16317
370000.0,3,2.25,1650,4859,2.0,0.0,0.0,3,7,1650,0.0,1988,1988.0,1890,5018
216000.0,3,2.0,1260,4125,1.0,0.0,0.0,3,6,1260,0.0,1998,1998.0,1300,9091
1100000.0,3,2.5,2200,20000,1.0,0.0,1.0,3,7,1400,800.0,1952,1952.0,3050,11775
355000.0,2,1.5,1140,2500,1.0,0.0,1.0,3,7,630,510.0,1988,1988.0,1500,5000
699000.0,4,2.5,2550,7312,2.0,0.0,0.0,3,9,2550,0.0,1988,1988.0,2330,7480
412000.0,3,2.5,1553,1991,3.0,0.0,0.0,3,8,1553,0.0,2014,2014.0,1509,2431
276000.0,2,1.0,1140,7200,1.0,0.0,0.0,3,6,1140,0.0,1923,1951.0,1110,7200
100000.0,2,1.0,790,6426,1.0,0.0,0.0,3,6,790,0.0,1944,1944.0,1380,6946
955500.0,4,1.75,2130,5080,1.5,0.0,0.0,3,8,2130,0.0,1914,1914.0,1900,5080
199000.0,3,1.0,1390,21262,1.0,0.0,0.0,3,7,1390,0.0,1958,1958.0,1560,10800
762000.0,4,3.5,4000,15253,2.0,0.0,0.0,3,9,4000,0.0,2007,2007.0,3550,8747
425000.0,4,2.0,1520,7983,1.0,0.0,0.0,5,7,1520,0.0,1967,1967.0,1520,7783
546000.0,2,1.0,1657,5031,2.0,0.0,0.0,3,7,1657,0.0,1910,1910.0,2050,6201
419600.0,3,1.75,1680,8460,1.0,0.0,0.0,3,7,1180,500.0,1976,1976.0,1890,9529
735000.0,4,2.25,2270,5102,1.0,0.0,0.0,5,8,1340,930.0,1954,1954.0,1800,5102
1230000.0,2,2.5,2470,609,3.0,0.0,0.0,3,11,1910,560.0,2011,2011.0,2440,1229
445000.0,2,2.0,1240,2500,2.0,0.0,0.0,3,7,1240,0.0,1985,1985.0,1660,5000
665000.0,3,2.0,1740,41275,1.0,0.0,0.0,3,8,1740,0.0,1974,1989.0,2630,41275
508500.0,4,2.75,2520,12500,2.0,0.0,0.0,3,8,1720,800.0,1979,1979.0,2520,13000
345950.0,5,1.0,1340,11198,1.5,0.0,0.0,3,8,1340,0.0,1934,1934.0,1390,8020
207500.0,3,1.0,1640,9750,1.0,0.0,0.0,3,7,1640,0.0,1968,1968.0,1200,9750
1080000.0,4,2.5,3000,10920,1.0,0.0,0.0,4,8,1550,1450.0,1969,1969.0,2380,10920
640000.0,3,1.0,1210,3720,2.0,0.0,0.0,4,8,1210,0.0,1930,1930.0,1560,6000
329500.0,3,1.0,1810,13068,1.0,0.0,0.0,4,7,1360,450.0,1941,1941.0,1400,13068
460000.0,4,2.75,2200,9676,1.0,0.0,0.0,3,8,1500,700.0,1979,1979.0,2120,9585
1230000.0,3,1.75,2200,14630,1.5,0.0,1.0,3,8,2200,0.0,1948,2003.0,2850,15803
805000.0,5,3.0,2350,6480,2.0,0.0,3.0,4,7,1650,700.0,1924,1962.0,1840,7200
200000.0,3,1.5,1090,10454,1.0,0.0,0.0,3,6,1090,0.0,1963,1963.0,1230,12196
535000.0,2,1.0,1520,3360,1.0,0.0,0.0,4,7,830,690.0,1927,1927.0,1470,3774
330000.0,3,2.25,1620,7150,1.0,0.0,2.0,4,7,1280,340.0,1950,1950.0,1620,6930
479200.0,3,2.0,1510,3750,1.5,0.0,0.0,4,7,1510,0.0,1928,1928.0,1500,5000
373000.0,5,2.5,3001,5710,2.0,0.0,0.0,3,8,3001,0.0,2006,2006.0,2340,5980
355000.0,4,1.5,2020,6000,1.0,0.0,0.0,4,7,1010,1010.0,1953,1953.0,1710,6000
275000.0,3,2.0,1380,4500,1.0,0.0,0.0,3,7,1380,0.0,2008,2008.0,1620,4000
380000.0,3,1.5,1520,4288,1.0,0.0,0.0,3,7,1020,500.0,1949,1949.0,1660,4288
417000.0,2,1.75,1090,4590,1.0,0.0,0.0,4,7,790,300.0,1915,1915.0,1390,4080
1170000.0,5,3.75,4220,15959,2.0,0.0,0.0,3,11,4220,0.0,2004,2004.0,4630,16531
598500.0,3,2.25,2520,12000,1.0,0.0,0.0,3,10,2520,0.0,1978,1978.0,2510,12000
629000.0,3,2.0,1760,5000,1.0,0.0,0.0,5,7,960,800.0,1920,1920.0,1380,5000
226950.0,2,1.0,930,6600,1.0,0.0,0.0,3,6,930,0.0,1957,1957.0,1250,6600
1230000.0,4,2.5,2600,11542,1.5,0.0,0.0,4,9,2200,400.0,1939,1939.0,2840,10960
415000.0,3,2.25,2180,11100,1.0,0.0,0.0,5,8,1700,480.0,1979,1979.0,2350,11397
595000.0,3,2.5,1910,3075,2.0,0.0,0.0,3,8,1910,0.0,2001,2001.0,1940,3485
209950.0,3,1.75,1100,5525,1.0,0.0,0.0,5,6,1100,0.0,1968,1968.0,1050,5200
119900.0,2,1.0,700,3180,1.0,0.0,0.0,3,6,480,220.0,1951,1951.0,1760,6360
207000.0,3,1.0,1080,10200,1.0,0.0,0.0,4,7,1080,0.0,1962,1962.0,1230,10400
195000.0,3,1.0,1070,22489,1.0,0.0,0.0,3,7,1070,0.0,1967,1967.0,1880,20250
324950.0,3,1.5,1460,8710,1.0,0.0,0.0,3,7,1460,0.0,1955,1955.0,1400,8645
210000.0,1,1.0,1050,7583,1.0,0.0,0.0,4,6,1050,0.0,1947,1947.0,1420,7560
1080000.0,4,2.75,3160,42733,2.0,0.0,0.0,3,9,3160,0.0,1995,1995.0,1890,24000
325088.0,4,1.0,1400,6739,1.0,0.0,0.0,3,7,1000,400.0,1954,1954.0,1500,6380
255000.0,2,1.0,1220,2500,1.0,0.0,0.0,3,6,770,450.0,1910,1910.0,1540,3000
697000.0,4,3.0,2820,2850,1.5,0.0,0.0,5,7,1860,960.0,1928,1928.0,1570,4500
457500.0,2,1.0,840,5000,1.0,0.0,0.0,4,7,840,0.0,1908,1908.0,1240,5000
690000.0,3,2.0,1610,5100,1.5,0.0,0.0,5,8,1610,0.0,1940,1940.0,1740,5100
967000.0,4,3.25,1860,4356,2.0,0.0,0.0,3,9,1860,0.0,1917,2005.0,1860,4356
980000.0,4,1.75,2260,17711,1.0,0.0,1.0,4,9,2260,0.0,1968,1968.0,2880,16594
619420.0,4,2.75,2450,14803,2.0,0.0,0.0,4,9,2450,0.0,1988,1988.0,2330,14803
389000.0,2,1.0,850,3276,1.0,0.0,0.0,3,6,850,0.0,1910,1910.0,1460,4100
500000.0,3,1.0,1800,7200,1.0,0.0,0.0,3,7,1020,780.0,1964,1964.0,1740,5475
569000.0,4,1.75,1230,7890,1.0,0.0,1.0,4,7,1090,140.0,1950,1950.0,2380,13176
425000.0,4,2.25,2060,8540,1.0,0.0,0.0,4,7,1540,520.0,1967,1967.0,1560,7700
635000.0,4,2.25,2750,6180,1.0,0.0,0.0,4,8,1500,1250.0,1948,1948.0,1740,6180
256500.0,2,1.0,1120,9912,1.0,0.0,0.0,4,6,1120,0.0,1980,1980.0,1540,9750
695000.0,4,2.5,3010,11393,2.0,0.0,0.0,3,8,3010,0.0,2005,2005.0,2810,11282
535000.0,4,1.5,1580,5000,1.5,0.0,0.0,3,7,1390,190.0,1945,1945.0,1580,5000
454200.0,4,2.5,2630,5379,2.0,0.0,0.0,3,8,2630,0.0,2004,2004.0,2630,5379
418500.0,2,1.0,790,5800,1.0,0.0,0.0,3,6,790,0.0,1943,1943.0,1460,5800
749950.0,4,2.75,3110,35235,2.0,0.0,0.0,4,9,3110,0.0,1983,1983.0,2790,35445
338500.0,3,1.75,2130,5489,1.0,0.0,0.0,3,8,1370,760.0,1999,1999.0,1750,7200
299950.0,3,2.5,1600,9830,2.0,0.0,0.0,4,8,1600,0.0,1993,1993.0,1890,8910
325000.0,4,1.75,1950,12500,1.0,0.0,0.0,3,7,1330,620.0,1963,1963.0,1760,11520
434000.0,4,3.0,2010,8171,2.0,0.0,0.0,3,8,2010,0.0,1973,1973.0,2090,8203
328950.0,4,1.75,2550,8976,1.0,0.0,0.0,5,7,1300,1250.0,1978,1978.0,2220,9477
570000.0,4,2.0,2000,46902,2.0,0.0,0.0,3,8,2000,0.0,1978,1978.0,2420,38130
802000.0,3,2.25,2170,5001,2.0,0.0,0.0,3,8,2170,0.0,2014,2014.0,1700,6991
525000.0,3,1.0,1550,6840,1.5,0.0,0.0,3,7,1550,0.0,1918,1918.0,2370,4560
700000.0,6,3.0,2790,4550,2.5,0.0,0.0,4,8,2790,0.0,1907,1907.0,2590,4550
277500.0,2,1.5,1190,1236,3.0,0.0,0.0,3,7,1190,0.0,2005,2005.0,1390,1756
195000.0,3,1.0,1510,4350,1.5,0.0,0.0,5,6,1510,0.0,1913,1913.0,1210,5500
222000.0,3,2.0,1200,6074,1.0,0.0,0.0,3,7,1200,0.0,1968,1968.0,1430,6338
865000.0,5,3.0,2830,8854,1.0,0.0,0.0,4,8,1500,1330.0,1979,1979.0,2260,8604
445000.0,4,2.0,1650,6000,1.0,0.0,0.0,5,7,1000,650.0,1959,1959.0,1540,6000
495800.0,4,1.5,1710,4600,1.5,0.0,0.0,3,7,1710,0.0,1924,1924.0,1740,4455
548500.0,3,1.0,1740,4400,1.5,0.0,0.0,3,7,1740,0.0,1924,1924.0,1720,4400
310000.0,3,1.75,1840,10723,1.0,0.0,0.0,4,7,1220,620.0,1974,1974.0,1590,9820
205000.0,3,1.5,1820,8585,1.0,0.0,0.0,4,7,1820,0.0,1962,1962.0,1740,10088
470000.0,5,3.75,3860,6901,2.0,0.0,0.0,3,7,3860,0.0,2003,2003.0,3000,8584
310000.0,2,2.0,1030,2271,3.0,0.0,0.0,3,7,1030,0.0,1999,1999.0,1439,1387
355000.0,4,1.0,1410,7693,1.5,0.0,0.0,4,7,1410,0.0,1953,1953.0,1330,8395
621500.0,5,2.5,2140,15950,1.0,0.0,2.0,4,8,1370,770.0,1968,1968.0,2600,14273
175000.0,6,1.5,1930,8400,1.0,0.0,0.0,3,7,1030,900.0,1971,1971.0,1780,9520
326000.0,6,1.5,1930,8400,1.0,0.0,0.0,3,7,1030,900.0,1971,1971.0,1780,9520
690000.0,4,3.5,1930,5400,1.5,0.0,2.0,3,7,1930,0.0,1920,1920.0,1500,3340
335000.0,4,2.5,2210,7214,2.0,0.0,0.0,3,8,2210,0.0,2003,2003.0,2270,7246
197000.0,4,1.0,1360,11175,1.0,0.0,0.0,3,7,1360,0.0,1961,1961.0,1340,9702
312500.0,3,1.75,1830,7969,1.0,0.0,0.0,3,7,930,900.0,1950,2008.0,1790,7425
436000.0,3,2.25,2120,6710,1.0,0.0,0.0,5,7,1420,700.0,1959,1959.0,1880,6960
1020000.0,4,2.5,2700,4590,2.0,0.0,0.0,3,8,2700,0.0,2002,2002.0,2080,3570
805000.0,4,2.5,3160,35225,2.0,0.0,1.0,3,9,2250,910.0,1992,1992.0,3460,17223
652427.0,4,2.25,2770,13129,2.0,0.0,0.0,4,8,2770,0.0,1979,1979.0,2400,13129
1010000.0,3,2.5,2240,41339,1.0,0.0,0.0,4,9,2240,0.0,1945,1992.0,2900,45738
355000.0,4,2.5,2570,6466,2.0,0.0,0.0,3,9,2570,0.0,1999,1999.0,2520,6667
334550.0,2,1.0,880,12000,1.0,0.0,0.0,3,7,880,0.0,1939,1939.0,1960,9395
557500.0,3,2.25,1820,9670,2.0,0.0,0.0,3,8,1820,0.0,1984,1984.0,2160,11424
277500.0,4,2.25,1660,7184,1.0,0.0,0.0,3,7,1110,550.0,1963,1963.0,1640,7200
300000.0,4,3.0,2200,10800,1.0,0.0,0.0,3,6,2200,0.0,1960,1960.0,1430,10800
325000.0,4,1.0,1640,3844,1.5,0.0,0.0,4,7,1460,180.0,1928,1928.0,1230,3844
402500.0,4,2.0,1650,3504,1.0,0.0,0.0,3,7,760,890.0,1951,2013.0,1480,3504
461000.0,3,1.75,1420,5170,1.0,0.0,0.0,4,7,1420,0.0,1963,1963.0,2250,7700
540000.0,3,1.0,1270,3840,1.5,0.0,0.0,3,7,1270,0.0,1926,1926.0,1270,4175
385000.0,3,1.0,1070,4000,1.0,0.0,0.0,4,7,1070,0.0,1971,1971.0,1090,4000
480000.0,2,1.0,1060,3040,1.0,0.0,0.0,3,7,860,200.0,1924,1924.0,1470,3814
539950.0,3,2.25,2190,7149,1.0,0.0,1.0,4,8,1240,950.0,1963,1963.0,3500,7149
417000.0,3,2.5,1300,877,2.0,0.0,0.0,3,7,1060,240.0,2008,2008.0,1320,1414
405000.0,3,1.5,1330,12500,1.0,0.0,0.0,3,7,1330,0.0,1966,1966.0,2310,12500
299000.0,3,2.25,1940,9100,1.0,0.0,0.0,4,8,1630,310.0,1966,1966.0,2080,9100
299000.0,3,1.75,2100,15480,1.0,0.0,0.0,3,7,2100,0.0,1983,1983.0,1330,15657
372220.0,3,1.0,1290,5500,1.0,0.0,0.0,3,7,980,310.0,1951,1951.0,1680,5000
494400.0,2,1.75,1560,1750,1.0,0.0,0.0,4,6,780,780.0,1904,1904.0,1850,3600
280000.0,3,1.75,2630,6500,1.0,0.0,0.0,3,7,1330,1300.0,1958,1958.0,2520,6500
277950.0,3,2.5,2100,6021,2.0,0.0,0.0,3,7,2100,0.0,1992,1992.0,2091,7547
760000.0,4,2.5,2960,28005,2.0,0.0,0.0,3,10,2960,0.0,1989,1989.0,3510,35248
230000.0,2,2.0,1300,3608,1.0,0.0,0.0,3,7,1300,0.0,2004,2004.0,1510,3608
525000.0,4,2.5,2520,7731,2.0,0.0,0.0,3,9,2520,0.0,1994,1994.0,2000,7704
307000.0,3,1.0,1150,6000,1.5,0.0,0.0,3,7,1150,0.0,1927,1927.0,1210,7700
253779.0,4,2.0,2030,9600,1.5,0.0,0.0,3,6,1430,600.0,1947,1947.0,1820,14600
405000.0,3,1.5,1880,7400,1.0,0.0,0.0,3,8,1480,400.0,1968,1968.0,1820,8660
360000.0,2,1.0,2320,11250,2.0,0.0,0.0,4,6,2320,0.0,1942,1942.0,1620,11250
521000.0,2,1.0,1050,7500,1.5,0.0,3.0,4,6,1050,0.0,1910,1910.0,2540,13680
680000.0,4,2.5,3030,13068,2.0,0.0,0.0,3,9,3030,0.0,1978,1978.0,2940,11999
355000.0,1,0.75,530,33278,1.0,0.0,2.0,4,4,530,0.0,1950,1950.0,2830,14311
200000.0,3,1.5,1090,9600,1.0,0.0,0.0,4,7,1090,0.0,1968,1968.0,1240,9620
330000.0,3,2.25,2220,4060,1.0,0.0,0.0,3,7,1330,890.0,1993,1993.0,1930,5625
221000.0,3,2.25,1430,5999,2.0,0.0,0.0,3,7,1430,0.0,1987,1987.0,1600,5999
310000.0,2,1.0,1560,4920,1.0,0.0,0.0,4,6,780,780.0,1947,1947.0,1760,7510
862000.0,4,2.25,2220,4200,1.5,0.0,0.0,5,8,1310,910.0,1932,1932.0,2020,4940
200000.0,3,1.5,1140,8340,1.0,0.0,0.0,3,7,1140,0.0,1960,1960.0,1140,8340
630000.0,4,2.5,2540,11100,1.0,0.0,0.0,5,7,2540,0.0,1957,1957.0,1560,11100
432250.0,3,2.25,1440,6232,2.0,0.0,0.0,3,7,1440,0.0,1985,1985.0,1740,5999
478000.0,3,2.25,1570,9500,1.0,0.0,0.0,4,7,1070,500.0,1977,1977.0,2250,9583
249000.0,4,2.25,1860,9576,1.0,0.0,0.0,3,7,1400,460.0,1962,1962.0,1860,9576
495000.0,5,3.0,2440,4750,1.0,0.0,0.0,3,9,1450,990.0,2006,2006.0,1420,5940
630000.0,4,2.5,2100,8800,1.0,0.0,2.0,4,7,1240,860.0,1960,1960.0,2000,8800
550000.0,4,2.5,2150,27540,2.0,0.0,0.0,3,8,2150,0.0,1997,1997.0,2150,27540
350000.0,3,2.5,2440,18674,2.0,0.0,0.0,4,8,2440,0.0,1994,1994.0,2530,10603
270000.0,5,1.5,1930,7480,2.0,0.0,0.0,3,7,1930,0.0,1966,1966.0,1480,7705
488250.0,4,2.0,1830,9610,1.0,0.0,0.0,3,7,1830,0.0,1963,1963.0,1970,10754
248000.0,4,3.5,1850,6519,2.0,0.0,0.0,3,7,1130,720.0,1986,1986.0,1280,6664
889000.0,4,3.5,3210,5000,3.0,0.0,0.0,3,9,3210,0.0,2014,2014.0,1360,5000
375000.0,1,1.0,1090,5250,1.0,0.0,0.0,3,6,980,110.0,1927,1927.0,2160,5250
933000.0,3,1.5,1870,3300,2.0,0.0,2.0,3,7,1870,0.0,1906,1906.0,1820,2460
625000.0,3,2.25,1920,8412,1.0,0.0,2.0,3,8,1460,460.0,1977,1977.0,2490,8700
328000.0,2,1.0,700,4350,1.0,0.0,0.0,3,6,700,0.0,1943,1943.0,1620,5100
470000.0,4,2.25,3380,9900,1.0,0.0,2.0,4,8,1690,1690.0,1969,1969.0,2390,9900
502500.0,5,2.5,2430,6168,2.0,0.0,0.0,3,8,2430,0.0,2007,2007.0,2150,8400
484000.0,3,1.75,1950,17400,1.0,0.0,0.0,3,7,1210,740.0,1976,1976.0,1900,17250
252500.0,2,1.0,900,7500,1.0,0.0,0.0,4,6,900,0.0,1961,1961.0,1190,10000
610000.0,3,2.5,2060,8893,2.0,0.0,0.0,3,8,2060,0.0,1987,1987.0,2650,8500
419000.0,4,2.0,2180,10447,1.0,0.0,0.0,4,8,1280,900.0,1969,1969.0,2190,10987
322500.0,4,2.25,2140,9377,2.0,0.0,0.0,4,8,2140,0.0,1986,1986.0,2030,7846
563000.0,6,1.0,1730,2760,1.5,0.0,0.0,3,7,1250,480.0,1918,1918.0,1630,3200
464000.0,4,2.5,3140,12591,2.0,0.0,0.0,3,9,3140,0.0,1993,1993.0,2650,11720
870000.0,4,4.25,3010,4887,2.0,0.0,3.0,4,10,1940,1070.0,1951,1951.0,2540,9375
280000.0,2,1.5,800,1196,2.0,0.0,0.0,3,8,800,0.0,2003,2003.0,1020,1087
850000.0,3,2.5,3300,11570,2.0,0.0,0.0,3,9,3300,0.0,1994,1994.0,3280,11446
458950.0,2,1.0,1530,4370,1.0,0.0,0.0,3,7,1130,400.0,1946,1946.0,1580,4275
122000.0,2,1.0,760,5280,1.0,0.0,0.0,3,6,760,0.0,1946,1946.0,1710,6594
525000.0,5,3.0,2450,4591,2.0,0.0,0.0,3,7,2450,0.0,1994,1994.0,1060,5500
286300.0,2,1.0,1000,31838,1.0,0.0,0.0,3,7,1000,0.0,1962,1962.0,1490,39747
218450.0,2,1.0,840,7425,1.0,0.0,0.0,4,6,840,0.0,1952,1952.0,1300,11674
525000.0,3,1.5,1380,4290,1.0,0.0,0.0,3,7,1080,300.0,1955,1955.0,1510,3900
650000.0,3,1.5,1380,4290,1.0,0.0,0.0,3,7,1080,300.0,1955,1955.0,1510,3900
356000.0,4,2.0,2020,48693,1.5,0.0,0.0,3,7,2020,0.0,1949,1949.0,1610,34900
436500.0,2,1.0,1260,5000,1.0,0.0,0.0,3,7,1040,220.0,1951,1951.0,1510,5000
410000.0,3,1.75,1440,7112,1.0,0.0,0.0,3,7,1180,260.0,1979,1979.0,1570,9152
512500.0,4,1.75,1540,8311,1.0,0.0,0.0,4,7,1540,0.0,1950,1950.0,1890,7996
510000.0,4,1.0,1060,7200,1.0,0.0,1.0,3,6,880,180.0,1925,1925.0,1910,7200
566000.0,4,1.75,1900,10297,1.0,0.0,0.0,4,8,1900,0.0,1966,1966.0,2220,9612
525000.0,3,1.75,2870,26500,1.5,0.0,1.0,3,8,2870,0.0,1948,1981.0,2420,20500
435000.0,3,1.0,1050,5500,1.0,0.0,0.0,3,6,930,120.0,1920,1920.0,1410,5834
550000.0,5,2.75,3000,9473,1.0,0.0,0.0,3,8,1500,1500.0,1966,1966.0,2050,8820
251000.0,3,2.0,1200,10212,1.5,0.0,0.0,5,6,1200,0.0,1949,1949.0,1280,10212
830000.0,3,1.5,1840,10125,1.0,0.0,0.0,4,8,1220,620.0,1959,1959.0,2320,10160
803000.0,4,2.5,2790,7673,2.0,0.0,0.0,3,9,2790,0.0,1989,1989.0,2740,7837
